movie_name,production_year,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,350k_Movies.budget,350k_Movies.genres,350k_Movies.imdb_id,350k_Movies.original_language,350k_Movies.overview,350k_Movies.popularity,350k_Movies.production_companies,350k_Movies.production_countries,350k_Movies.release_date,350k_Movies.revenue,350k_Movies.runtime,350k_Movies.spoken_languages,350k_Movies.tagline,350k_Movies.vote_average,350k_Movies.vote_count,350k_Movies.actor1_name,350k_Movies.actor1_gender,350k_Movies.actor2_name,350k_Movies.actor2_gender,350k_Movies.actor3_name,350k_Movies.actor3_gender,350k_Movies.actor4_name,350k_Movies.actor4_gender,350k_Movies.actor5_name,350k_Movies.actor5_gender,350k_Movies.director_name,350k_Movies.director_gender,350k_Movies.producer_name,350k_Movies.screeplay_name,350k_Movies.editor_name
Trolls,2016,125000000,153707064,191072982,PG,Kids Fiction,Based on Toy,Digital Animation,Adventure,0,93,125000000,Adventure|Animation|Family,tt1679335,en,"Lovable and friendly, the trolls love to play around. But one day, a mysterious giant shows up to end the party. Poppy, the optimistic leader of the Trolls, and her polar opposite, Branch, must embark on an adventure that takes them far beyond the only world they’ve ever known.",3.833892,Twentieth Century Fox Film Corporation,United States of America,13/10/2016,344448549,92,English,,6.7,927,Anna Kendrick,1,Justin Timberlake,2,Zooey Deschanel,1,Russell Brand,2,James Corden,2,Mike Mitchell,2,Gina Shay,Wallace Wolodarsky,Julie Rogers
Pixels,2013,90000000,78747585,165378715,PG-13,Science Fiction,Based on Short Film,Animation/Live Action,Adventure,0,105,0,Science Fiction,tt1635656,en,New York City is invaded by 8-bit creatures.,0.07167,none,none,1/4/2010,0,3,English,New York City is invaded by 8-bit creatures.,6.9,16,none,0,none,0,none,0,none,0,none,0,Patrick Jean,0,none,none,none
Last Vegas,2013,28000000,63914167,49000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104,28000000,Comedy,tt1204975,en,Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,2.206777,Laurence Mark Productions,United States of America,31/10/2013,134402450,105,English,It's going to be legendary,6.4,752,Robert De Niro,2,Morgan Freeman,2,Michael Douglas,2,Kevin Kline,2,Mary Steenburgen,1,Jon Turteltaub,2,Laurence Mark,Dan Fogelman,none
Jack Ryan: Shadow Recruit,2013,60000000,50577412,80800000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,105,60000000,Action|Drama|Thriller,tt1205537,en,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",2.620553,Paramount Pictures,Russia,15/01/2014,50549107,105,English,Trust no one.,5.9,1131,Chris Pine,2,Keira Knightley,1,Kevin Costner,2,Kenneth Branagh,2,Lenn Kudrjawizki,0,Kenneth Branagh,2,Mace Neufeld,David Koepp,none
The Lego Movie,2013,60000000,257784718,199944670,PG,Kids Fiction,Based on Toy,Digital Animation,Adventure,0,110,60000000,Adventure|Animation|Comedy|Family|Fantasy,tt1490017,en,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",4.240453,Village Roadshow Pictures,United States of America,6/2/2014,469160692,100,English,The story of a nobody who saved everybody.,7.5,2903,Chris Pratt,2,Will Ferrell,2,Elizabeth Banks,1,Will Arnett,2,Nick Offerman,2,Phil Lord,0,Roy Lee,Phil Lord,none
Edge of Tomorrow,2011,178000000,100206256,270335000,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,136,178000000,Action|Science Fiction,tt1631867,en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",7.316216,Village Roadshow Pictures,Australia,27/05/2014,370541256,113,English,"Live, Die, Repeat",7.6,4552,Tom Cruise,2,Emily Blunt,1,Brendan Gleeson,2,Bill Paxton,2,Jonas Armstrong,0,Doug Liman,2,Erwin Stoff,Christopher McQuarrie,James Herbert
Smurfs: The Lost Village,2017,60000000,45153694,152247752,PG,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,1,90,0,Adventure|Animation|Comedy|Family,tt2398241,en,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",7.87664,Columbia Pictures,United States of America,1/3/2017,0,89,English,,6.1,236,none,0,Julia Roberts,1,Ariel Winter,1,Ellie Kemper,1,Mandy Patinkin,2,Kelly Asbury,2,Jordan Kerner,none,none
Winter's Tale,2013,60000000,12600231,9868389,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,118,60000000,Drama|Fantasy|Mystery|Romance,tt1837709,en,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",2.11226,Village Roadshow Pictures,United States of America,13/02/2014,30800231,118,English,This is not a true story. This is true love.,5.9,462,Colin Farrell,2,Jessica Brown Findlay,1,Russell Crowe,2,William Hurt,2,Jennifer Connelly,1,Akiva Goldsman,2,Akiva Goldsman,Akiva Goldsman,Tim Squyres
The Expendables 3,2014,100000000,39322544,170138834,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,103,90000000,Action|Adventure|Thriller,tt2333784,en,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",4.599589,Davis-Films,France,4/8/2014,206172544,127,English,New team. New attitude. New mission.,6.1,1684,Sylvester Stallone,2,Jason Statham,2,Harrison Ford,2,Arnold Schwarzenegger,2,Mel Gibson,2,Patrick Hughes,0,Kevin King Templeton,Sylvester Stallone,Sean Albertson
We're the Millers,2013,37000000,150394119,117422157,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100,37000000,Comedy|Crime,tt1723121,en,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,4.856701,New Line Cinema,United States of America,7/8/2013,269994119,110,English,#NAME?,6.8,2739,Jason Sudeikis,2,Jennifer Aniston,1,Will Poulter,2,Emma Roberts,1,Ed Helms,2,Rawson Marshall Thurber,0,Chris Bender,Steve Faber,Michael L. Sale
The Conjuring,2013,20000000,137400141,180600000,R,Fantasy,Original Screenplay,Live Action,Horror,0,111,13000000,Horror|Thriller,tt1457767,en,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",5.920898,New Line Cinema,United States of America,18/07/2013,318000141,112,English,Based on the true case files of the Warrens,7.4,2836,Patrick Wilson,2,Vera Farmiga,1,Lili Taylor,1,Ron Livingston,2,Shanley Caswell,1,James Wan,2,Rob Cowan,Carey Hayes,Kirk M. Morri
Kung Fu Panda 3,2016,140000000,143528619,375085764,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,94,145000000,Action|Adventure|Animation|Comedy|Family,tt2267968,en,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",5.66837,Twentieth Century Fox Film Corporation,China,23/01/2016,521170825,95,English,Grab destiny by the rice dumplings.,6.7,1459,Jack Black,2,Bryan Cranston,2,Dustin Hoffman,2,Angelina Jolie,1,J.K. Simmons,2,Jennifer Yuh Nelson,1,Melissa Cobb,none,none
Saving Mr. Banks,2013,35000000,83299761,31662764,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,125,35000000,Comedy|Drama|History,tt2140373,en,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,2.279924,Walt Disney Pictures,Australia,16/11/2013,112544580,125,English,"Where her book ended, their story began.",7.3,1148,Emma Thompson,1,Tom Hanks,2,Paul Giamatti,2,Colin Farrell,2,Ruth Wilson,1,John Lee Hancock,2,Philip Steuer,none,Mark Livolsi
Justice League,2017,300000000,227733120,427600000,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,121,0,Action|Adventure|Fantasy|Science Fiction,tt0974015,en,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry, and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",6.643329,DC Comics,United States of America,15/11/2017,0,0,English,,0,0,Ben Affleck,2,Henry Cavill,2,Gal Gadot,1,Jason Momoa,2,Ezra Miller,2,Joss Whedon,2,Charles Roven,none,David Brenner
Admission,2012,13000000,18007317,726349,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,117,13000000,Comedy|Drama|Romance,tt1814621,en,"Strait-laced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago. Soon, Portia finds herself bending the rules for Jeremiah, putting at risk the life she thought she always wanted – but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having.",1.715684,Focus Features,United States of America,21/03/2013,18000000,107,English,Let someone in.,5.4,299,Tina Fey,1,Paul Rudd,2,Michael Sheen,2,Lily Tomlin,1,Wallace Shawn,2,Paul Weitz,2,Paul Weitz,Karen Croner,none
The Infiltrator,2016,47500000,15436808,2892845,R,Dramatization,Based on Factual Book/Article,Live Action,Thriller/Suspense,0,127,0,,tt0113398,en,"The Infiltrator is an American film about an Israeli freelance journalist who travels to Germany circa the early 1990's and uncovers a story about a dangerously pervasive underground Neo-Nazi faction, who are intent to bring Nazism back to the forefront in Germany. It originally aired on HBO in 1995. Among its cast include: Oliver Platt, Arliss Howard, and Tony Haygarth. It is based on the book In Hitler's Shadow : An Israeli's Journey Inside Germany's Neo-Nazi Movement by Yaron Svoray.",0.036756,none,none,24/06/1995,0,92,English,Skinhead     Journalism     Deceit     Neo Nazism     Based On True Story     Based On Book,3.5,1,Oliver Platt,2,Arliss Howard,2,Tony Haygarth,2,Christian Redl,2,Bernd Michael Lade,2,John Mackenzie,2,none,none,none
Muppets Most Wanted,2013,55000000,51178893,28133408,PG,Kids Fiction,Based on TV,Live Action,Adventure,1,106,50000000,Comedy|Adventure|Crime|Family,tt2281587,en,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",0.939167,Buena Vista,United States of America,20/03/2014,80383290,112,Deutsch,Taking the world by farce,6.2,297,Ricky Gervais,2,Ty Burrell,2,Tina Fey,1,Steve Whitmire,2,Eric Jacobson,2,James Bobin,0,David Hoberman,Nicholas Stoller,none
Black Mass,2015,53000000,62575678,36262194,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,122,0,,tt0471102,en,"During World War II, four American GIs get caught up behind enemy lines. They seek shelter in an old church where they meet a bizarre priest. Soon they learn the Nazis have been tapping certain supernatural powers. The GIs must then combat their toughest opponent yet... evil in its purest form.",0.050913,none,none,13/12/2005,0,0,none,,0,0,none,0,none,0,none,0,none,0,none,0,Mark Polonia,0,none,none,none
Triple 9,2015,20000000,12639297,13304495,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,115,20000000,Thriller,tt1712261,en,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,3.088046,Worldview Entertainment,United States of America,19/02/2016,12639297,115,English,The Code on the Street is Never Black & White,5.6,752,Casey Affleck,2,Chiwetel Ejiofor,2,Woody Harrelson,2,Kate Winslet,1,Anthony Mackie,2,John Hillcoat,2,Marc Butan,none,Dylan Tichenor
RED 2,2013,84000000,53262560,83900000,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,1,116,84000000,Action|Comedy|Crime|Thriller,tt1821694,en,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,4.336603,DC Comics,Canada,18/07/2013,0,116,English,The best never rest.,6.4,1445,Bruce Willis,2,Catherine Zeta-Jones,1,Anthony Hopkins,2,Helen Mirren,1,John Malkovich,2,Dean Parisot,2,Lorenzo di Bonaventura,Erich Hoeber,none
Getaway,2013,18000000,10501938,1312051,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,89,18000000,Action|Crime,tt2167202,en,"Former race car driver Brent Magna (Hawke) is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner (Gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.",1.224497,Dark Castle Entertainment,Bulgaria,29/08/2013,10501938,90,English,Get in. Get out. Getaway.,4.9,239,Ethan Hawke,2,Selena Gomez,1,Jon Voight,2,Paul Freeman,0,Bruce Payne,2,Courtney Solomon,2,Moshe Diamant,none,Ryan Dufrene
Prisoners,2013,46000000,61002302,52400000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,153,46000000,Drama|Thriller|Crime,tt1392214,en,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",4.134454,Alcon Entertainment,United States of America,18/09/2013,122126687,153,English,Every moment matters.,7.9,2828,Hugh Jackman,2,Jake Gyllenhaal,2,Paul Dano,2,Maria Bello,1,Melissa Leo,1,Denis Villeneuve,2,Broderick Johnson,none,Joel Cox
Runner Runner,2013,30000000,19316646,41196034,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91,30000000,Crime|Thriller|Drama,tt2364841,en,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",3.075894,Double Feature Films,United States of America,24/09/2013,62616646,91,English,The house always wins.,5.5,526,Ben Affleck,2,Gemma Arterton,1,Justin Timberlake,2,Anthony Mackie,2,David Costabile,0,Brad Furman,2,Leonardo DiCaprio,none,Jeff McEvoy
Delivery Man,2013,22000000,30659817,39877053,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,105,26000000,Comedy,tt2387559,en,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,1.829081,DreamWorks SKG,United States of America,10/10/2013,51164106,105,English,You're never quite ready for what life delivers.,6.2,521,Vince Vaughn,2,Cobie Smulders,1,Chris Pratt,2,Britt Robertson,1,Jack Reynor,2,Ken Scott,0,AndrÃ© Rouleau,Martin Petit,Priscilla Nedd-Friendly
